,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
Team,,,,,,,,,,,,,,,,,,,,
Abilene Chr,2016,69.85185185185185,0.07407407407407407,23.814814814814813,53.925925925925924,6.851851851851852,18.85185185185185,15.37037037037037,21.74074074074074,8.185185185185185,22.51851851851852,12.88888888888889,13.407407407407407,6.7407407407407405,2.4444444444444446,22.37037037037037,-6.407407407407407,0.3333333333333333,0.6666666666666666,27
Air Force,2016,67.43333333333334,0.13333333333333333,23.233333333333334,55.03333333333333,6.3,18.866666666666667,14.666666666666666,21.766666666666666,8.8,25.5,13.033333333333333,13.2,6.1,1.6666666666666667,19.333333333333332,-6.166666666666667,0.4,0.6,30
Akron,2016,76.33333333333333,0.0,25.939393939393938,59.81818181818182,11.787878787878787,30.272727272727273,12.666666666666666,18.363636363636363,10.303030303030303,26.12121212121212,14.515151515151516,10.818181818181818,5.333333333333333,3.8484848484848486,17.848484848484848,7.2727272727272725,0.7575757575757576,0.24242424242424243,33
Alabama,2016,66.84375,0.0625,22.53125,52.8125,7.84375,22.875,13.9375,21.78125,9.78125,24.875,10.5625,13.3125,5.625,5.28125,19.3125,-0.96875,0.5625,0.4375,32
Alabama A&M,2016,67.10714285714286,0.10714285714285714,23.25,56.17857142857143,5.892857142857143,20.821428571428573,14.714285714285714,21.571428571428573,11.392857142857142,23.035714285714285,12.642857142857142,11.75,5.607142857142857,2.142857142857143,19.357142857142858,-2.642857142857143,0.35714285714285715,0.6428571428571429,28
Alabama St,2016,70.06896551724138,0.13793103448275862,24.79310344827586,62.10344827586207,6.931034482758621,20.896551724137932,13.551724137931034,19.551724137931036,12.689655172413794,24.586206896551722,11.827586206896552,12.068965517241379,5.724137931034483,3.793103448275862,21.344827586206897,-3.7241379310344827,0.41379310344827586,0.5862068965517241,29
Albany NY,2016,74.61290322580645,0.06451612903225806,25.193548387096776,55.25806451612903,5.709677419354839,17.64516129032258,18.516129032258064,24.70967741935484,11.709677419354838,26.516129032258064,12.451612903225806,12.709677419354838,6.483870967741935,1.5806451612903225,17.580645161290324,8.903225806451612,0.7419354838709677,0.25806451612903225,31
Alcorn St,2016,66.57142857142857,0.17857142857142858,22.857142857142858,56.642857142857146,6.0,19.392857142857142,14.857142857142858,21.75,12.892857142857142,23.178571428571427,9.071428571428571,14.357142857142858,4.464285714285714,3.892857142857143,18.428571428571427,-6.107142857142857,0.4642857142857143,0.5357142857142857,28
American Univ,2016,57.58064516129032,0.06451612903225806,20.35483870967742,47.96774193548387,6.290322580645161,18.451612903225808,10.580645161290322,15.193548387096774,7.032258064516129,21.161290322580644,11.225806451612904,13.806451612903226,5.67741935483871,2.225806451612903,18.29032258064516,-8.096774193548388,0.3870967741935484,0.6129032258064516,31
Appalachian St,2016,70.54838709677419,0.0,23.193548387096776,57.903225806451616,8.258064516129032,23.225806451612904,15.903225806451612,22.612903225806452,12.67741935483871,24.096774193548388,11.548387096774194,14.903225806451612,4.096774193548387,3.3225806451612905,21.516129032258064,-6.806451612903226,0.2903225806451613,0.7096774193548387,31
Arizona,2016,81.21212121212122,0.18181818181818182,28.060606060606062,58.24242424242424,6.515151515151516,17.03030303030303,18.575757575757574,25.696969696969695,11.636363636363637,28.606060606060606,14.515151515151516,12.818181818181818,4.909090909090909,4.787878787878788,18.21212121212121,12.212121212121213,0.7575757575757576,0.24242424242424243,33
Arizona St,2016,73.28125,0.0625,24.875,59.96875,7.9375,23.625,15.59375,22.6875,12.3125,24.46875,12.65625,12.0,5.3125,2.6875,20.4375,-0.6875,0.46875,0.53125,32
Ark Little Rock,2016,70.0,0.03225806451612903,25.032258064516128,54.774193548387096,7.354838709677419,19.0,12.580645161290322,17.129032258064516,8.709677419354838,24.193548387096776,12.903225806451612,10.225806451612904,6.290322580645161,3.064516129032258,18.258064516129032,9.935483870967742,0.8709677419354839,0.12903225806451613,31
Ark Pine Bluff,2016,56.57575757575758,0.030303030303030304,20.424242424242426,52.18181818181818,6.121212121212121,20.181818181818183,9.606060606060606,15.727272727272727,9.757575757575758,20.666666666666668,9.606060606060606,15.636363636363637,7.121212121212121,3.757575757575758,21.939393939393938,-13.787878787878787,0.24242424242424243,0.7575757575757576,33
Arkansas,2016,78.15625,0.15625,27.59375,62.25,6.75,17.0,16.21875,23.375,11.6875,25.375,16.25,11.15625,7.40625,5.15625,21.46875,3.46875,0.5,0.5,32
Arkansas St,2016,72.3103448275862,0.13793103448275862,24.448275862068964,59.758620689655174,5.862068965517241,18.586206896551722,17.551724137931036,23.96551724137931,10.793103448275861,28.896551724137932,12.03448275862069,13.241379310344827,4.724137931034483,4.379310344827586,19.82758620689655,-5.103448275862069,0.3103448275862069,0.6896551724137931,29
Army,2016,76.80645161290323,0.1935483870967742,26.870967741935484,63.03225806451613,8.935483870967742,26.612903225806452,14.129032258064516,20.322580645161292,12.225806451612904,28.548387096774192,15.193548387096774,13.741935483870968,4.838709677419355,3.6129032258064515,19.193548387096776,1.2903225806451613,0.5806451612903226,0.41935483870967744,31
Auburn,2016,70.70967741935483,0.03225806451612903,23.35483870967742,58.67741935483871,8.774193548387096,25.774193548387096,15.225806451612904,24.096774193548388,11.161290322580646,25.419354838709676,11.35483870967742,13.806451612903226,5.354838709677419,4.064516129032258,21.29032258064516,-7.387096774193548,0.3548387096774194,0.6451612903225806,31
Austin Peay,2016,74.72727272727273,0.12121212121212122,25.575757575757574,55.666666666666664,6.212121212121212,17.818181818181817,17.363636363636363,25.90909090909091,11.090909090909092,24.78787878787879,12.878787878787879,14.545454545454545,6.909090909090909,2.757575757575758,17.636363636363637,-2.3636363636363638,0.48484848484848486,0.5151515151515151,33
BYU,2016,83.15625,0.03125,29.3125,64.03125,8.96875,23.5,15.5625,22.5,12.125,28.71875,16.25,11.625,6.59375,4.1875,18.90625,10.46875,0.6875,0.3125,32
Ball St,2016,69.70967741935483,0.0967741935483871,24.096774193548388,54.225806451612904,8.516129032258064,23.032258064516128,13.0,19.06451612903226,9.161290322580646,26.70967741935484,14.483870967741936,13.225806451612904,5.32258064516129,3.7096774193548385,19.258064516129032,3.193548387096774,0.5806451612903226,0.41935483870967744,31
Baylor,2016,76.3125,0.09375,26.8125,57.875,6.1875,16.5625,16.5,22.6875,13.5625,23.21875,17.09375,12.8125,7.71875,3.96875,19.40625,6.6875,0.65625,0.34375,32
Belmont,2016,82.46666666666667,0.03333333333333333,28.733333333333334,58.06666666666667,10.533333333333333,28.966666666666665,14.466666666666667,20.033333333333335,8.6,26.0,17.333333333333332,14.166666666666666,4.5,2.3333333333333335,20.1,3.7,0.6333333333333333,0.36666666666666664,30
Bethune-Cookman,2016,69.06666666666666,0.1,24.4,59.96666666666667,7.666666666666667,24.666666666666668,12.6,18.566666666666666,12.433333333333334,24.2,11.066666666666666,12.8,5.566666666666666,6.1,18.966666666666665,-5.166666666666667,0.4,0.6,30
Binghamton,2016,60.9,0.03333333333333333,20.966666666666665,53.8,5.7,19.966666666666665,13.266666666666667,19.466666666666665,9.1,24.933333333333334,11.1,13.966666666666667,5.366666666666666,2.2666666666666666,18.6,-7.733333333333333,0.26666666666666666,0.7333333333333333,30
Boise St,2016,76.0,0.06666666666666667,25.7,57.46666666666667,7.966666666666667,24.433333333333334,16.633333333333333,23.5,9.366666666666667,24.466666666666665,13.066666666666666,11.6,6.3,2.033333333333333,19.8,4.1,0.6,0.4,30
Boston College,2016,61.21875,0.03125,22.40625,54.71875,7.21875,22.28125,9.1875,14.125,7.59375,23.5625,12.8125,13.46875,5.65625,2.90625,18.09375,-9.28125,0.21875,0.78125,32
Boston Univ,2016,72.7741935483871,0.22580645161290322,25.161290322580644,55.645161290322584,7.741935483870968,21.483870967741936,14.709677419354838,20.612903225806452,8.96774193548387,26.806451612903224,13.064516129032258,13.67741935483871,5.709677419354839,3.838709677419355,19.193548387096776,-0.1935483870967742,0.5483870967741935,0.45161290322580644,31
Bowling Green,2016,69.28125,0.0,24.40625,55.8125,5.71875,16.15625,14.75,22.375,9.9375,25.8125,11.09375,12.78125,5.96875,3.25,19.46875,-4.03125,0.4375,0.5625,32
Bradley,2016,55.87096774193548,0.06451612903225806,18.93548387096774,50.064516129032256,5.161290322580645,18.64516129032258,12.838709677419354,19.193548387096776,8.64516129032258,25.193548387096776,9.129032258064516,17.225806451612904,4.387096774193548,2.6774193548387095,23.419354838709676,-14.612903225806452,0.12903225806451613,0.8709677419354839,31
Brown,2016,73.0,0.14814814814814814,24.925925925925927,57.74074074074074,8.074074074074074,22.51851851851852,15.074074074074074,21.333333333333332,9.296296296296296,26.555555555555557,14.703703703703704,13.518518518518519,5.296296296296297,4.074074074074074,19.48148148148148,-5.222222222222222,0.25925925925925924,0.7407407407407407,27
Bryant,2016,64.53333333333333,0.06666666666666667,24.166666666666668,57.666666666666664,6.233333333333333,19.466666666666665,9.966666666666667,15.533333333333333,9.6,24.066666666666666,13.466666666666667,13.733333333333333,5.633333333333334,2.7,19.133333333333333,-11.866666666666667,0.23333333333333334,0.7666666666666667,30
Bucknell,2016,77.96551724137932,0.1724137931034483,26.24137931034483,57.3448275862069,7.275862068965517,20.20689655172414,18.20689655172414,25.413793103448278,10.448275862068966,25.96551724137931,15.379310344827585,13.758620689655173,6.482758620689655,3.1379310344827585,21.586206896551722,4.275862068965517,0.5517241379310345,0.4482758620689655,29
Buffalo,2016,76.60606060606061,0.06060606060606061,25.818181818181817,59.45454545454545,7.363636363636363,21.96969696969697,17.606060606060606,24.818181818181817,12.090909090909092,26.727272727272727,12.545454545454545,13.818181818181818,6.7272727272727275,3.484848484848485,21.272727272727273,0.6666666666666666,0.5757575757575758,0.42424242424242425,33
Butler,2016,80.58064516129032,0.03225806451612903,28.0,60.12903225806452,7.096774193548387,18.35483870967742,17.483870967741936,23.903225806451612,11.419354838709678,25.0,14.35483870967742,10.225806451612904,6.774193548387097,3.3548387096774195,19.903225806451612,9.419354838709678,0.6774193548387096,0.3225806451612903,31
C Michigan,2016,74.6896551724138,0.034482758620689655,25.862068965517242,59.41379310344828,9.620689655172415,27.310344827586206,13.344827586206897,18.20689655172414,9.689655172413794,24.344827586206897,13.172413793103448,9.172413793103448,4.724137931034483,2.4827586206896552,19.03448275862069,0.7586206896551724,0.4827586206896552,0.5172413793103449,29
CS Bakersfield,2016,71.75862068965517,0.06896551724137931,25.896551724137932,58.0,5.413793103448276,15.655172413793103,14.551724137931034,22.344827586206897,12.275862068965518,25.724137931034484,14.96551724137931,12.413793103448276,7.724137931034483,5.068965517241379,21.482758620689655,8.482758620689655,0.7241379310344828,0.27586206896551724,29
CS Fullerton,2016,69.32142857142857,0.03571428571428571,22.892857142857142,56.357142857142854,6.464285714285714,19.392857142857142,17.071428571428573,24.642857142857142,11.071428571428571,25.285714285714285,9.821428571428571,13.357142857142858,4.892857142857143,1.3928571428571428,20.964285714285715,-6.357142857142857,0.2857142857142857,0.7142857142857143,28
CS Northridge,2016,71.14285714285714,0.17857142857142858,24.714285714285715,57.642857142857146,4.321428571428571,14.321428571428571,17.392857142857142,24.25,10.178571428571429,25.571428571428573,13.892857142857142,14.142857142857142,6.678571428571429,3.2142857142857144,20.678571428571427,-6.0,0.2857142857142857,0.7142857142857143,28
CS Sacramento,2016,70.20689655172414,0.034482758620689655,25.06896551724138,57.51724137931034,6.620689655172414,20.0,13.448275862068966,20.06896551724138,9.586206896551724,25.344827586206897,13.482758620689655,11.620689655172415,5.620689655172414,3.8620689655172415,20.655172413793103,-3.310344827586207,0.41379310344827586,0.5862068965517241,29
Cal Poly SLO,2016,71.96428571428571,0.14285714285714285,24.785714285714285,59.964285714285715,8.0,22.571428571428573,14.392857142857142,21.107142857142858,11.607142857142858,24.178571428571427,13.857142857142858,10.428571428571429,5.357142857142857,3.2142857142857144,20.75,-4.392857142857143,0.2857142857142857,0.7142857142857143,28
California,2016,75.12121212121212,0.09090909090909091,26.272727272727273,57.0,7.0606060606060606,19.151515151515152,15.515151515151516,23.636363636363637,11.333333333333334,28.636363636363637,12.969696969696969,12.212121212121213,4.121212121212121,4.818181818181818,20.666666666666668,8.090909090909092,0.696969696969697,0.30303030303030304,33
Campbell,2016,71.22222222222223,0.037037037037037035,23.925925925925927,55.333333333333336,6.925925925925926,21.814814814814813,16.444444444444443,22.88888888888889,7.703703703703703,23.296296296296298,10.481481481481481,11.444444444444445,6.592592592592593,2.2962962962962963,19.62962962962963,-4.407407407407407,0.3333333333333333,0.6666666666666666,27
Canisius,2016,76.54545454545455,0.21212121212121213,25.606060606060606,61.03030303030303,8.636363636363637,25.333333333333332,16.696969696969695,22.545454545454547,11.909090909090908,21.90909090909091,14.121212121212121,11.212121212121213,6.03030303030303,2.6666666666666665,19.515151515151516,-1.8484848484848484,0.42424242424242425,0.5757575757575758,33
Cent Arkansas,2016,75.35714285714286,0.0,26.214285714285715,59.17857142857143,6.607142857142857,17.785714285714285,16.321428571428573,24.785714285714285,11.821428571428571,25.464285714285715,13.214285714285714,14.535714285714286,5.428571428571429,3.7142857142857144,20.535714285714285,-8.357142857142858,0.25,0.75,28
Central Conn,2016,65.10344827586206,0.10344827586206896,23.517241379310345,58.724137931034484,5.655172413793103,16.517241379310345,12.413793103448276,18.275862068965516,11.551724137931034,24.655172413793103,11.758620689655173,13.862068965517242,4.379310344827586,3.689655172413793,17.413793103448278,-13.10344827586207,0.13793103448275862,0.8620689655172413,29
Charleston So,2016,68.51851851851852,0.07407407407407407,24.85185185185185,58.666666666666664,8.962962962962964,26.48148148148148,9.851851851851851,16.074074074074073,9.222222222222221,24.333333333333332,11.851851851851851,12.444444444444445,4.7407407407407405,1.9259259259259258,19.444444444444443,-8.333333333333334,0.2222222222222222,0.7777777777777778,27
Charlotte,2016,78.3030303030303,0.12121212121212122,27.87878787878788,62.60606060606061,8.06060606060606,21.09090909090909,14.484848484848484,20.757575757575758,11.333333333333334,24.90909090909091,14.575757575757576,12.0,6.181818181818182,2.212121212121212,17.818181818181817,-1.4242424242424243,0.42424242424242425,0.5757575757575758,33
Chattanooga,2016,74.78125,0.0625,25.09375,55.6875,7.46875,20.6875,17.125,23.375,10.9375,24.5,13.96875,12.1875,7.34375,4.75,17.4375,7.6875,0.84375,0.15625,32
Chicago St,2016,62.6551724137931,0.0,22.17241379310345,60.41379310344828,7.068965517241379,23.517241379310345,11.241379310344827,17.0,12.172413793103448,22.96551724137931,10.620689655172415,14.379310344827585,6.586206896551724,2.8620689655172415,21.689655172413794,-16.137931034482758,0.034482758620689655,0.9655172413793104,29
Cincinnati,2016,73.1875,0.21875,25.71875,60.15625,7.5625,21.90625,14.1875,20.15625,13.5,25.875,15.46875,11.0625,7.9375,5.8125,15.625,10.3125,0.6875,0.3125,32
Citadel,2016,83.13793103448276,0.034482758620689655,28.17241379310345,69.24137931034483,11.068965517241379,34.93103448275862,15.724137931034482,21.482758620689655,11.96551724137931,23.310344827586206,14.586206896551724,13.758620689655173,8.172413793103448,3.2413793103448274,24.20689655172414,-11.206896551724139,0.2413793103448276,0.7586206896551724,29
Clemson,2016,69.64516129032258,0.06451612903225806,24.29032258064516,55.645161290322584,7.67741935483871,21.838709677419356,13.387096774193548,18.516129032258064,10.32258064516129,24.258064516129032,13.258064516129032,10.161290322580646,5.774193548387097,5.225806451612903,16.516129032258064,5.161290322580645,0.5483870967741935,0.45161290322580644,31
Cleveland St,2016,60.266666666666666,0.03333333333333333,21.733333333333334,54.4,5.266666666666667,16.466666666666665,11.533333333333333,16.8,10.3,22.233333333333334,9.966666666666667,14.466666666666667,5.966666666666667,2.6,21.366666666666667,-9.266666666666667,0.23333333333333334,0.7666666666666667,30
Coastal Car,2016,71.11538461538461,0.038461538461538464,25.153846153846153,56.46153846153846,6.961538461538462,20.576923076923077,13.846153846153847,20.692307692307693,10.73076923076923,27.384615384615383,11.384615384615385,12.884615384615385,5.538461538461538,3.1153846153846154,18.26923076923077,2.730769230769231,0.5769230769230769,0.4230769230769231,26
Col Charleston,2016,64.63333333333334,0.06666666666666667,23.033333333333335,55.43333333333333,6.466666666666667,19.066666666666666,12.1,18.166666666666668,10.933333333333334,24.1,11.4,12.766666666666667,7.1,2.3333333333333335,20.233333333333334,2.3333333333333335,0.5333333333333333,0.4666666666666667,30
Colgate,2016,69.06896551724138,0.13793103448275862,24.620689655172413,55.13793103448276,8.655172413793103,23.413793103448278,11.172413793103448,16.482758620689655,8.96551724137931,22.24137931034483,13.0,12.241379310344827,6.068965517241379,2.206896551724138,19.448275862068964,-2.5517241379310347,0.41379310344827586,0.5862068965517241,29
Colorado,2016,75.4375,0.0625,25.15625,59.71875,7.53125,19.34375,17.59375,23.875,13.09375,29.21875,13.46875,13.46875,5.1875,5.03125,18.71875,4.75,0.65625,0.34375,32
Colorado St,2016,78.9375,0.25,25.5,60.65625,9.5,26.25,18.4375,25.6875,12.84375,27.09375,13.09375,11.65625,3.71875,2.375,19.625,0.78125,0.5,0.5,32
Columbia,2016,74.44827586206897,0.10344827586206896,24.896551724137932,55.275862068965516,9.310344827586206,24.517241379310345,15.344827586206897,21.137931034482758,9.310344827586206,24.0,14.03448275862069,10.586206896551724,6.275862068965517,3.1724137931034484,19.06896551724138,4.931034482758621,0.6551724137931034,0.3448275862068966,29
Connecticut,2016,73.41176470588235,0.11764705882352941,26.470588235294116,57.61764705882353,7.029411764705882,19.41176470588235,13.441176470588236,17.08823529411765,9.470588235294118,27.058823529411764,13.852941176470589,11.117647058823529,5.705882352941177,5.029411764705882,18.0,10.323529411764707,0.7058823529411765,0.29411764705882354,34
Coppin St,2016,71.3103448275862,0.27586206896551724,23.620689655172413,62.310344827586206,7.793103448275862,23.310344827586206,16.275862068965516,23.20689655172414,12.827586206896552,24.275862068965516,11.241379310344827,13.03448275862069,5.448275862068965,2.9655172413793105,21.586206896551722,-9.689655172413794,0.2413793103448276,0.7586206896551724,29
Cornell,2016,70.96296296296296,0.07407407407407407,25.0,59.925925925925924,8.333333333333334,24.40740740740741,12.62962962962963,19.333333333333332,8.62962962962963,23.296296296296298,10.62962962962963,13.11111111111111,7.555555555555555,3.6666666666666665,20.333333333333332,-8.518518518518519,0.3333333333333333,0.6666666666666666,27
Creighton,2016,79.5625,0.0,27.875,59.5,8.1875,23.28125,15.625,22.25,9.3125,27.25,15.34375,11.5,6.09375,3.125,19.03125,6.53125,0.5625,0.4375,32
