Team,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
Abilene Chr,2015,61,0,21.42857143,52.92857143,7.25,19.17857143,10.89285714,14.96428571,8.25,19.64285714,11.85714286,12.82142857,5.928571429,1.178571429,20.60714286,-10.85714286,0.25,0.75,28
Air Force,2015,64.72413793,0.034482759,23.62068966,50.75862069,7.172413793,20.24137931,10.31034483,15.65517241,8.793103448,20.79310345,14.89655172,11.72413793,6.310344828,1.965517241,17.82758621,-1.137931034,0.413793103,0.586206897,29
Akron,2015,67.35294118,0.029411765,23.14705882,56.35294118,9.411764706,26.94117647,11.64705882,17.64705882,11.97058824,23.94117647,12.41176471,12.17647059,6.264705882,4.470588235,18.85294118,4.117647059,0.588235294,0.411764706,34
Alabama,2015,66.64516129,0.064516129,22.03225806,50.25806452,6.580645161,20.48387097,16,22.16129032,9.516129032,23.09677419,10.35483871,12.09677419,6.290322581,3.612903226,19.29032258,2.129032258,0.548387097,0.451612903,31
Alabama A&M,2015,61.28571429,0.035714286,20.67857143,52.64285714,5.75,19.78571429,14.17857143,21.89285714,12.42857143,21.5,12.03571429,14.14285714,5.642857143,2.357142857,19.75,-7.428571429,0.285714286,0.714285714,28
Alabama St,2015,70.7037037,0.037037037,25.77777778,59.37037037,5.703703704,16.11111111,13.44444444,20.55555556,13.33333333,25.92592593,13.40740741,13.7037037,6.074074074,4.185185185,18,3.740740741,0.62962963,0.37037037,27
Albany NY,2015,65.5,0.03125,22.0625,50.15625,6.15625,17.09375,15.21875,20,10,23.625,10.4375,11.6875,5.65625,1.625,16.5,5.28125,0.75,0.25,32
Alcorn St,2015,63.36666667,0,22.2,57.23333333,4.866666667,17.13333333,14.1,21.46666667,11.3,20.6,8.7,11.66666667,5.866666667,2.7,17.96666667,-10.8,0.166666667,0.833333333,30
American Univ,2015,58.72727273,0.121212121,20.6969697,44.81818182,6.454545455,17.3030303,10.87878788,15.42424242,5.696969697,19.39393939,12.36363636,11.21212121,5.939393939,2.545454545,14.66666667,0.151515152,0.515151515,0.484848485,33
Appalachian St,2015,63.48275862,0,21.96551724,55.24137931,6.413793103,20.27586207,13.13793103,18.55172414,11.37931034,23.44827586,10.96551724,13.72413793,4.206896552,2.103448276,19,-6.620689655,0.413793103,0.586206897,29
Arizona,2015,76.44117647,0.029411765,26.70588235,54.55882353,5.058823529,14.05882353,17.97058824,25.70588235,10.82352941,26.41176471,14.20588235,11.20588235,7.176470588,3.588235294,17.91176471,17.82352941,0.911764706,0.088235294,34
