,Season,Wteam,Wscore,Lteam,Lscore,Wscorediff,Lscorediff,WSeed,LSeed,Round
516,2014,1163,89,1386,81,8,-8,W07,W10,1
517,2014,1173,60,1326,59,1,-1,X11,X06,1
518,2014,1196,67,1107,55,12,-12,X01,X16a,1
519,2014,1217,61,1153,57,4,-4,W12,W05,1
520,2014,1257,71,1264,64,7,-7,Y04,Y13,1
521,2014,1276,57,1459,40,17,-17,Y02,Y15,1
522,2014,1277,93,1174,78,15,-15,W04,W13,1
523,2014,1295,80,1328,75,5,-5,Z12,Z05,1
524,2014,1332,87,1140,68,19,-19,Z07,Z10,1
525,2014,1338,77,1160,48,29,-29,X09,X08,1
526,2014,1361,73,1308,69,4,-4,Z04,Z13,1
527,2014,1387,83,1301,80,3,-3,Y05,Y12a,1
528,2014,1393,77,1444,53,24,-24,X03,X14,1
529,2014,1400,87,1113,85,2,-2,Y07,Y10,1
530,2014,1437,73,1454,53,20,-20,W02,W15,1
531,2014,1458,75,1110,35,40,-40,Z02,Z15,1
532,2014,1112,68,1451,59,9,-9,Z01,Z16,1
533,2014,1124,74,1304,60,14,-14,Z06,Z11,1
534,2014,1166,76,1418,66,10,-10,Z03,Z14,1
535,2014,1211,85,1329,77,8,-8,Z08,Z09,1
536,2014,1235,93,1300,75,18,-18,W03,W14,1
537,2014,1242,80,1184,69,11,-11,X02,X15,1
538,2014,1246,56,1243,49,7,-7,Y08,Y09,1
539,2014,1272,71,1203,66,5,-5,W08,W09,1
540,2014,1273,78,1181,71,7,-7,Y14,Y03,1
541,2014,1314,79,1344,77,2,-2,W06,W11,1
542,2014,1372,77,1433,75,2,-2,X12,X05,1
543,2014,1390,58,1307,53,5,-5,X10,X07,1
544,2014,1397,86,1269,67,19,-19,Y11b,Y06,1
545,2014,1417,76,1409,59,17,-17,X04,X13,1
546,2014,1438,70,1157,59,11,-11,W01,W16,1
547,2014,1455,64,1142,37,27,-27,Y01,Y16a,1
548,2014,1163,77,1437,65,12,-12,W07,W02,2
549,2014,1173,55,1393,53,2,-2,X11,X03,2
550,2014,1196,61,1338,45,16,-16,X01,X09,2
551,2014,1257,66,1387,51,15,-15,Y04,Y05,2
552,2014,1276,79,1400,65,14,-14,Y02,Y07,2
553,2014,1277,80,1217,73,7,-7,W04,W12,2
554,2014,1361,63,1295,44,19,-19,Z04,Z12,2
555,2014,1458,85,1332,77,8,-8,Z02,Z07,2
556,2014,1112,84,1211,61,23,-23,Z01,Z08,2
557,2014,1124,85,1166,55,30,-30,Z06,Z03,2
558,2014,1235,85,1314,83,2,-2,W03,W06,2
559,2014,1246,78,1455,76,2,-2,Y08,Y01,2
560,2014,1390,60,1242,57,3,-3,X10,X02,2
561,2014,1397,83,1273,63,20,-20,Y11b,Y14,2
562,2014,1417,77,1372,60,17,-17,X04,X12,2
563,2014,1438,78,1272,60,18,-18,W01,W08,2
564,2014,1112,70,1361,64,6,-6,Z01,Z04,3
565,2014,1173,82,1390,72,10,-10,X11,X10,3
566,2014,1196,79,1417,68,11,-11,X01,X04,3
567,2014,1458,69,1124,52,17,-17,Z02,Z06,3
568,2014,1163,81,1235,76,5,-5,W07,W03,3
569,2014,1246,74,1257,69,5,-5,Y08,Y04,3
570,2014,1276,73,1397,71,2,-2,Y02,Y11b,3
571,2014,1277,61,1438,59,2,-2,W04,W01,3
572,2014,1196,62,1173,52,10,-10,X01,X11,4
573,2014,1458,64,1112,63,1,-1,Z02,Z01,4
574,2014,1163,60,1277,54,6,-6,W07,W04,4
575,2014,1246,75,1276,72,3,-3,Y08,Y02,4
576,2014,1163,63,1196,53,10,-10,W07,X01,5
577,2014,1246,74,1458,73,1,-1,Y08,Z02,5
578,2014,1163,60,1246,54,6,-6,W07,Y08,6
